"ENTITY_CD","SCHOOL_NAME","YEAR","DISTRICT_CD","DISTRICT_NAME","CSO_NAME","STREET","CITY","PHONE","GRADE_RANGE","NUM_TEACH","NUM_NO_VALID_CERT","PER_NO_VALID_CERT","NUM_TEACH_OUT_CERT","PER_TEACH_OUT_CERT","NUM_FEWER_3YRS_EXP","PER_FEWER_3YRS_EXP","NUM_MAS_PLUS","PER_MAS_PLUS","NUM_CORE","PER_NOT_HQ","NUM_CLASS","NUM_NO_APPROP_CERT","PER_NO_APPROP_CERT","PER_TURN_FIVE_YRS","PER_TURN_ALL","NUM_FT_OTH_PROF_STAFF","NUM_PT_OTH_PROF_STAFF","NUM_FT_PARAPROFESSIONALS","NUM_PT_PARAPROFESSIONALS","NUM_FT_ASST_PRINCIPALS","NUM_PT_ASST_PRINCIPALS","NUM_FT_PRINCIPALS","NUM_PT_PRINCIPALS"
"010306060004","GLENMONT ELEMENTARY SCHOOL",2012,"01030606","BETHLEHEM CSD","LAURA HEFFERNAN","328 RT 9W","GLENMONT","5184631154","K-5",26,0,0,0,0,0,0,2,8,35,0,51,0,0,60,11,2,0,0,0,0,0,1,0
"010306060005","HAMAGRAEL ELEMENTARY SCHOOL",2012,"01030606","BETHLEHEM CSD","DAVID KSANZNAK","1 MCGUFFEY LN","DELMAR","5184394905","K-5",21,0,0,0,0,0,0,0,0,17,0,35,0,0,0,21,5,0,0,0,0,0,1,0
"010306060006","SLINGERLANDS ELEMENTARY SCHOOL",2012,"01030606","BETHLEHEM CSD","HEIDI BONACQUIST","25 UNION AVE","DELMAR","5184397681","K-5",36,0,0,0,0,1,3,2,6,51,0,77,0,0,33,19,3,0,0,0,0,0,1,0
"010601060003","ROESSLEVILLE SCHOOL",2014,"01060106","SOUTH COLONIE CSD","MARYBETH TEDISCO","100 CALIFORNIA AVE","ALBANY","5184592157","PK-4",26,0,0,0,0,0,0,13,50,16,0,38,0,0,,14,1,0,0,0,0,0,1,0
"010601060005","SADDLEWOOD ELEMENTARY SCHOOL",2014,"01060106","SOUTH COLONIE CSD","MICHAEL MAROHN","100 LORALEE DR","ALBANY","5184562608","PK-4",24,0,0,0,0,1,4,11,46,19,0,34,0,0,,4,1,0,0,0,0,0,1,0
"010306060007","BETHLEHEM CENTRAL MIDDLE SCHOOL",2012,"01030606","BETHLEHEM CSD","MICHAEL KLUGMAN","332 KENWOOD AVE","DELMAR","5184397460","6-8, UE, US",87,0,0,1,1,2,2,15,17,285,3,401,19,5,50,17,15,0,0,0,1,0,1,0
"010306060008","BETHLEHEM CENTRAL SENIOR HIGH SCHOOL",2012,"01030606","BETHLEHEM CSD","CHARLES ABBA","700 DELAWARE AVE","DELMAR","5184394921","9-12, US",118,0,0,1,1,3,3,23,19,422,0,491,6,1,57,12,27,1,0,0,1,0,1,0
"010601060006","SHAKER ROAD ELEMENTARY SCHOOL",2014,"01060106","SOUTH COLONIE CSD","WILLIAM DOLLARD","512 ALBANY SHAKER RD","ALBANY","5184581440","K-4",26,0,0,0,0,0,0,7,27,24,0,39,0,0,,8,1,0,0,0,0,0,1,0
"010601060008","COLONIE CENTRAL HIGH SCHOOL",2014,"01060106","SOUTH COLONIE CSD","DAVID WETZEL","1 RAIDER BLVD","ALBANY","5184591220","9-12, US",120,0,0,0,0,0,0,45,38,374,0,549,3,1,,12,12,2,0,0,4,0,1,0
"010601060010","FOREST PARK ELEMENTARY SCHOOL",2014,"01060106","SOUTH COLONIE CSD","JILL PENN","100 FOREST DR","ALBANY","5188693006","K-4, UE",31,0,0,0,0,0,0,13,42,41,0,76,0,0,,16,3,0,0,0,0,0,1,0
"010306060009","EAGLE ELEMENTARY SCHOOL",2012,"01030606","BETHLEHEM CSD","DIANNA REAGAN","27 VAN DYKE RD","DELMAR","5186948825","K-5",32,0,0,0,0,0,0,4,13,37,0,66,0,0,,10,4,0,0,0,0,0,1,0
"010402060000","RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT",2012,"01040206","RAVENA-COEYMANS-SELKIRK CSD","ELISABETH SMITH","15 MOUNTAIN RD","RAVENA","5187565200","PK-12, UE, US",194,0,0,1,1,6,3,35,18,458,1,683,12,2,19,10,28,0,70,5,0,0,5,0
"010402060001","RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL",2012,"01040206","RAVENA-COEYMANS-SELKIRK CSD","BRIAN BAILEY","2025 RT 9W","RAVENA","5187565200","9-12, US",53,0,0,1,2,2,4,12,23,174,2,243,5,2,0,9,10,0,0,0,0,0,1,0
"010601060011","VEEDER ELEMENTARY SCHOOL",2014,"01060106","SOUTH COLONIE CSD","KATHLEEN GOTTSCHALK","25 VEEDER DR","ALBANY","5188694661","K-4, UE",33,0,0,0,0,0,0,14,42,46,0,71,0,0,,19,3,0,0,0,0,0,1,0
"010601060012","SAND CREEK MIDDLE SCHOOL",2014,"01060106","SOUTH COLONIE CSD","DAVID PERRY","329 SAND CREEK RD","ALBANY","5184591333","5-8, UE, US",71,0,0,1,1,2,3,22,31,138,0,239,5,2,,20,8,0,0,0,1,0,1,0
"010402060002","ALBERTUS W BECKER SCHOOL",2012,"01040206","RAVENA-COEYMANS-SELKIRK CSD","CLAUDIA VERGA","1146 RT 9W","SELKIRK","5187565200","K-5, UE",43,0,0,0,0,0,0,10,23,47,0,95,0,0,0,5,4,0,0,0,0,0,1,0
"010402060003","PIETER B COEYMANS SCHOOL",2012,"01040206","RAVENA-COEYMANS-SELKIRK CSD","HAKIM JONES","66 CHURCH ST","COEYMANS","5187565200","K-5",41,0,0,0,0,1,2,3,7,39,0,74,0,0,0,5,4,0,0,0,0,0,1,0
"010601060013","LISHA KILL MIDDLE SCHOOL",2014,"01060106","SOUTH COLONIE CSD","JOSEPH GUARDINO","68 WATERMAN AVE","ALBANY","5184562306","5-8, US",53,0,0,0,0,0,0,24,45,130,0,192,0,0,,23,5,1,0,0,1,0,1,0
"010615020000","MENANDS UNION FREE SCHOOL DISTRICT",2014,"01061502","MENANDS UFSD","MAUREEN LONG","19 WARDS LN","MENANDS","5184654561","K-8",28,0,0,2,7,2,7,4,14,40,0,86,4,5,0,4,2,2,3,1,0,0,1,0
"010615020001","MENANDS SCHOOL",2014,"01061502","MENANDS UFSD","ANTONIETTA SCHROEDER","19 WARDS LN","MENANDS","5184654561","K-8",28,0,0,2,7,2,7,4,14,40,0,86,4,5,0,4,2,2,0,0,0,0,1,0
"010402060008","RAVENA-COEYMANS-SELKIRK MIDDLE SCHOOL",2012,"01040206","RAVENA-COEYMANS-SELKIRK CSD","PAMELA BLACK","2025 RT 9W","RAVENA","5187565200","6-8, UE",46,0,0,0,0,2,4,6,13,164,0,221,6,3,25,17,4,0,0,0,0,0,2,0
"010500010000","COHOES CITY SCHOOL DISTRICT",2012,"01050001","COHOES CITY SD","ROBERT LIBBY","7 BEVAN ST","COHOES","5182370100","PK-12, UE, US",180,0,0,0,0,8,4,24,13,472,0,667,16,2,19,9,23,0,41,14,3,0,5,0
"010500010005","ABRAM LANSING SCHOOL",2012,"01050001","COHOES CITY SD","CLIFFORD BIRD","26 JAMES ST","COHOES","5182375044","K-5",31,0,0,0,0,0,0,2,6,26,0,40,0,0,,0,3,0,0,0,0,0,1,0
"010623060000","NORTH COLONIE CSD",2014,"01062306","NORTH COLONIE CSD","D JOSEPH CORR","91 FIDDLERS LN","LATHAM","5187858591","K-12, UE, US",449,0,0,0,0,21,5,72,16,1239,0,1710,4,0,30,6,71,3,173,3,4,0,8,0
"010623060002","BLUE CREEK SCHOOL",2014,"01062306","NORTH COLONIE CSD","ANNETTE TRAPINI","100 CLINTON RD","LATHAM","5187857451","K-6, UE",36,0,0,0,0,1,3,0,0,68,0,94,0,0,25,3,4,0,0,0,0,0,1,0
"010500010006","VAN SCHAICK ISLAND SCHOOL",2012,"01050001","COHOES CITY SD","JACQUELINE DECHIARO","150 CONTINENTAL AVE","COHOES","5182372828","K-5, UE",16,0,0,0,0,2,13,4,25,31,0,41,0,0,50,15,2,0,0,0,0,0,1,0
"010500010007","COHOES HIGH SCHOOL",2012,"01050001","COHOES CITY SD","JOSEPH RAJCZAK","1 TIGER WAY","COHOES","5182379100","9-12, US",52,0,0,0,0,2,4,7,13,196,0,266,2,1,8,7,5,0,0,0,2,0,1,0
"010623060003","BOGHT HILLS SCHOOL",2014,"01062306","NORTH COLONIE CSD","KIMBERLY GREINER","38 DUNSBACH FERRY RD","COHOES","5187850222","K-6, UE",30,0,0,0,0,1,3,3,10,51,0,76,0,0,0,3,2,0,0,0,0,0,1,0
"010623060004","FORTS FERRY SCHOOL",2014,"01062306","NORTH COLONIE CSD","CANDACE LOBDELL","95 FORTS FERRY RD","LATHAM","5187859203","K-6",30,0,0,0,0,2,7,1,3,59,0,85,0,0,25,3,3,0,0,0,0,0,1,0
"010623060006","LATHAM RIDGE SCHOOL",2014,"01062306","NORTH COLONIE CSD","AARON THIELL","6 MERCER AVE","LATHAM","5187853211","K-6",30,0,0,0,0,1,3,2,7,47,0,70,0,0,,7,3,0,0,0,0,0,1,0
"010500010008","COHOES MIDDLE SCHOOL",2012,"01050001","COHOES CITY SD","DANIEL MARTINELLI","7 BEVAN ST","COHOES","5182374131","6-8, UE, US",41,0,0,0,0,1,2,5,12,150,0,216,13,6,50,11,5,0,0,0,1,0,1,0
"010500010009","HARMONY HILL SCHOOL",2012,"01050001","COHOES CITY SD","MARK PERRY","MADELON K HICKEY WAY","COHOES","5182331900","K-5, UE",31,0,0,0,0,2,6,4,13,33,0,54,1,2,0,9,3,0,0,0,0,0,1,0
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT",2012,"01060106","SOUTH COLONIE CSD","JONATHAN BUHNER","102 LORALEE DR","ALBANY","5188693576","PK-12, UE, US",449,0,0,2,0,0,0,152,34,930,0,1425,12,1,50,9,50,4,71,71,6,0,8,0
"010623060007","LOUDONVILLE SCHOOL",2014,"01062306","NORTH COLONIE CSD","KERRY FLYNN","349 OSBORNE RD","LOUDONVILLE","5184341960","K-6",19,0,0,0,0,2,11,3,16,25,0,38,0,0,50,11,2,2,0,0,0,0,1,0
"010623060008","SOUTHGATE SCHOOL",2014,"01062306","NORTH COLONIE CSD","JERRI LYNNE DEDRICK","30 SOUTHGATE RD","LOUDONVILLE","5187856607","K-6, UE",36,0,0,0,0,4,11,4,11,65,0,117,1,1,60,11,4,1,0,0,0,0,1,0
"010601060003","ROESSLEVILLE SCHOOL",2012,"01060106","SOUTH COLONIE CSD","MARYBETH TEDISCO","100 CALIFORNIA AVE","ALBANY","5184592157","K-4",31,0,0,0,0,0,0,11,35,20,0,50,0,0,50,10,3,0,0,0,0,0,1,0
"010601060005","SADDLEWOOD ELEMENTARY SCHOOL",2012,"01060106","SOUTH COLONIE CSD","MICHAEL MAROHN","100 LORALEE DR","ALBANY","5184562608","K-4",26,0,0,0,0,0,0,12,46,17,0,42,1,2,,4,2,0,0,0,0,0,1,0
"010623060009","SHAKER JUNIOR HIGH SCHOOL",2014,"01062306","NORTH COLONIE CSD","RUSSELL MOORE","475 WATERVLIET-SHAKER RD","LATHAM","5187851341","7-8, US",68,0,0,0,0,3,4,9,13,225,0,290,0,0,33,10,7,0,0,0,2,0,1,0
"010623060010","SHAKER HIGH SCHOOL",2014,"01062306","NORTH COLONIE CSD","RICHARD MURPHY","445 WATERVLIET-SHAKER RD","LATHAM","5187855511","9-12, US",164,0,0,0,0,4,2,40,24,562,0,773,2,0,20,4,20,0,0,0,2,0,1,0
"010701030000","GREEN ISLAND UNION FREE SCHOOL DISTRICT",2014,"01070103","GREEN ISLAND UFSD","MICHAEL MUGITS","171 HUDSON AVE","GREEN ISLAND","5182731422","K-12",31,0,0,0,0,3,10,5,16,74,0,131,3,2,0,3,3,1,15,0,0,0,1,0
"010601060006","SHAKER ROAD ELEMENTARY SCHOOL",2012,"01060106","SOUTH COLONIE CSD","WILLIAM DOLLARD","512 ALBANY SHAKER RD","ALBANY","5184581440","K-4",25,0,0,0,0,0,0,7,28,21,0,52,0,0,,0,1,0,0,0,0,0,1,0
"010601060008","COLONIE CENTRAL HIGH SCHOOL",2012,"01060106","SOUTH COLONIE CSD","DAVID WETZEL","1 RAIDER BLVD","ALBANY","5184591220","9-12, US",140,0,0,0,0,0,0,49,35,443,0,643,5,1,67,8,14,0,0,0,4,0,1,0
"010601060010","FOREST PARK ELEMENTARY SCHOOL",2012,"01060106","SOUTH COLONIE CSD","PATRICK GUNNER","100 FOREST DR","ALBANY","5188693006","K-4, UE",34,0,0,0,0,0,0,12,35,48,0,63,0,0,33,9,3,0,0,0,0,0,1,0
"010701030001","HEATLY SCHOOL",2014,"01070103","GREEN ISLAND UFSD","ERIN PETEANI","171 HUDSON AVE","GREEN ISLAND","5182731422","K-12",31,0,0,0,0,3,10,5,16,74,0,131,3,2,0,3,3,1,0,0,0,0,1,0
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT",2014,"01080206","GUILDERLAND CSD","MARIE WILES","8 SCHOOL RD","GUILDERLAND CENTER","5184566200","K-12, UE, US",408,0,0,0,0,6,1,58,14,942,0,1461,4,0,45,13,54,2,13,97,5,0,7,0
"010601060011","VEEDER ELEMENTARY SCHOOL",2012,"01060106","SOUTH COLONIE CSD","KATHLEEN GOTTSCHALK","25 VEEDER DR","ALBANY","5188694661","K-4",41,0,0,0,0,0,0,14,34,43,0,97,0,0,0,5,3,0,0,0,0,0,1,0
"010601060012","SAND CREEK MIDDLE SCHOOL",2012,"01060106","SOUTH COLONIE CSD","DAVID PERRY","329 SAND CREEK RD","ALBANY","5184591333","5-8, UE, US",78,0,0,0,0,0,0,21,27,137,0,201,2,1,60,12,7,1,0,0,1,0,1,0
"010802060001","ALTAMONT ELEMENTARY SCHOOL",2014,"01080206","GUILDERLAND CSD","PETER BRABANT","117 GRAND ST","ALTAMONT","5188618528","K-5, UE",25,0,0,0,0,0,0,2,8,35,0,52,2,4,33,15,2,0,0,0,0,0,1,0
"010802060003","GUILDERLAND ELEMENTARY SCHOOL",2014,"01080206","GUILDERLAND CSD","ALLAN LOCKWOOD","2225 WESTERN AVE","GUILDERLAND","5188690293","K-5",47,0,0,0,0,1,2,2,4,50,0,108,0,0,67,7,2,0,0,0,0,0,1,0
"010802060004","WESTMERE ELEMENTARY SCHOOL",2014,"01080206","GUILDERLAND CSD","BETH BINI","6270 JOHNSTON RD","ALBANY","5184563771","K-5",35,0,0,0,0,0,0,5,14,42,0,74,0,0,40,17,2,0,0,0,0,0,1,0
"010601060013","LISHA KILL MIDDLE SCHOOL",2012,"01060106","SOUTH COLONIE CSD","JOSEPH GUARDINO","68 WATERMAN AVE","ALBANY","5184562306","5-8, UE, US",60,0,0,0,0,0,0,20,33,155,0,214,0,0,,9,7,0,0,0,1,0,1,0
"010615020000","MENANDS UNION FREE SCHOOL DISTRICT",2012,"01061502","MENANDS UFSD","KATHLEEN MEANY","19 WARDS LN","MENANDS","5184654561","K-8",27,0,0,0,0,2,7,4,15,36,0,91,2,2,0,12,2,2,2,0,0,0,1,0
"010615020001","MENANDS SCHOOL",2012,"01061502","MENANDS UFSD","ANTONIETTA SCHROEDER","19 WARDS LN","MENANDS","5184654561","K-8",27,0,0,0,0,2,7,4,15,36,0,91,2,2,0,12,2,2,0,0,0,0,1,0
"010802060005","GUILDERLAND HIGH SCHOOL",2014,"01080206","GUILDERLAND CSD","THOMAS LUTSIC","8 SCHOOL RD","GUILDERLAND CENTER","5188618591","9-12, US",119,0,0,0,0,2,2,20,17,387,0,530,2,0,60,12,14,0,0,0,3,0,1,0
"010802060007","LYNNWOOD ELEMENTARY SCHOOL",2014,"01080206","GUILDERLAND CSD","ALICIA RIZZO","8 REGINA DR","SCHENECTADY","5183557930","K-5",35,0,0,0,0,0,0,6,17,50,0,69,0,0,,15,2,0,0,0,0,0,1,0
"010623060000","NORTH COLONIE CSD",2012,"01062306","NORTH COLONIE CSD","D JOSEPH CORR","91 FIDDLERS LN","LATHAM","5187858591","K-12, UE, US",444,0,0,0,0,9,2,68,15,1258,0,1667,7,0,13,9,62,1,153,5,4,0,8,0
"010623060002","BLUE CREEK SCHOOL",2012,"01062306","NORTH COLONIE CSD","ANNETTE TRAPINI","100 CLINTON RD","LATHAM","5187857451","K-6",34,0,0,0,0,1,3,0,0,49,0,78,1,1,0,6,3,0,0,0,0,0,1,0
"010802060008","FARNSWORTH MIDDLE SCHOOL",2014,"01080206","GUILDERLAND CSD","MICHAEL LASTER","6072 STATE FARM RD","GUILDERLAND","5184566010","6-8, UE, US",98,0,0,0,0,1,1,18,18,277,0,467,0,0,,12,11,2,0,0,2,0,1,0
"010802060009","PINE BUSH ELEMENTARY SCHOOL",2014,"01080206","GUILDERLAND CSD","CHRISTOPHER SANITA","3437 CARMAN RD","SCHENECTADY","5183572770","K-5",30,0,0,0,0,0,0,2,7,34,0,64,0,0,33,6,2,0,0,0,0,0,1,0
"011003060000","VOORHEESVILLE CENTRAL SCHOOL DISTRICT",2014,"01100306","VOORHEESVILLE CSD","TERESA SNYDER","432 NEW SALEM RD","VOORHEESVILLE","5187653313","K-12, UE, US",95,1,1,2,2,2,2,16,17,260,4,364,10,3,0,5,16,0,27,9,0,0,3,0
"010623060003","BOGHT HILLS SCHOOL",2012,"01062306","NORTH COLONIE CSD","KIMBERLY GREINER","38 DUNSBACH FERRY RD","COHOES","5187850222","K-6",29,0,0,0,0,0,0,3,10,47,0,66,0,0,50,7,2,0,0,0,0,0,1,0
"010623060004","FORTS FERRY SCHOOL",2012,"01062306","NORTH COLONIE CSD","CANDACE LOBDELL","95 FORTS FERRY RD","LATHAM","5187859203","K-6",30,0,0,0,0,0,0,2,7,56,0,86,0,0,0,3,2,1,0,0,0,0,1,0
"011003060001","VOORHEESVILLE ELEMENTARY SCHOOL",2014,"01100306","VOORHEESVILLE CSD","THOMAS REARDON","129 MAPLE AVE","VOORHEESVILLE","5187652382","K-5, UE",39,0,0,0,0,0,0,6,15,66,0,101,0,0,0,5,2,0,0,0,0,0,1,0
"011003060002","CLAYTON A BOUTON HIGH SCHOOL",2014,"01100306","VOORHEESVILLE CSD","PATRICK CORRIGAN","432 NEW SALEM RD","VOORHEESVILLE","5187653314","9-12, US",35,0,0,0,0,2,6,7,20,112,0,147,0,0,,9,4,0,0,0,0,0,1,0
"011003060003","VOORHEESVILLE MIDDLE SCHOOL",2014,"01100306","VOORHEESVILLE CSD","JAMES FRANCHINI","432 NEW SALEM RD","VOORHEESVILLE","5187653314","6-8, US",21,1,5,2,10,0,0,3,14,82,12,116,10,9,0,0,1,0,0,0,0,0,1,0
"010623060006","LATHAM RIDGE SCHOOL",2012,"01062306","NORTH COLONIE CSD","JAMES MARTIN","6 MERCER AVE","LATHAM","5187853211","K-6",30,0,0,0,0,2,7,2,7,45,0,77,0,0,,8,2,0,0,0,0,0,1,0
"010623060007","LOUDONVILLE SCHOOL",2012,"01062306","NORTH COLONIE CSD","KERRY FLYNN","349 OSBORNE RD","LOUDONVILLE","5184341960","K-6",20,0,0,0,0,0,0,2,10,25,0,36,0,0,0,6,2,0,0,0,0,0,1,0
"010623060008","SOUTHGATE SCHOOL",2012,"01062306","NORTH COLONIE CSD","JERRI LYNNE DEDRICK","30 SOUTHGATE RD","LOUDONVILLE","5187856607","K-6, UE",34,0,0,0,0,0,0,4,12,47,0,93,0,0,0,6,3,0,0,0,0,0,1,0
"011200010000","WATERVLIET CITY SCHOOL DISTRICT",2014,"01120001","WATERVLIET CITY SD","LORI CAPLAN","1245 HILLSIDE DR","WATERVLIET","5186293201","PK-12, UE, US",111,0,0,1,1,3,3,21,19,243,0,392,4,1,9,8,12,0,30,1,2,0,2,0
"011200010002","WATERVLIET ELEMENTARY SCHOOL",2014,"01120001","WATERVLIET CITY SD","THERESA O'BRIEN","2557 10TH AVE","WATERVLIET","5186293400","K-6, UE",51,0,0,0,0,0,0,6,12,63,0,104,0,0,17,4,3,0,0,0,1,0,1,0
"010623060009","SHAKER JUNIOR HIGH SCHOOL",2012,"01062306","NORTH COLONIE CSD","RUSSELL MOORE","475 WATERVLIET-SHAKER RD","LATHAM","5187851341","7-8, US",68,0,0,0,0,2,3,7,10,238,0,293,2,1,17,10,7,0,0,0,2,0,1,0
"010623060010","SHAKER HIGH SCHOOL",2012,"01062306","NORTH COLONIE CSD","RICHARD MURPHY","445 WATERVLIET-SHAKER RD","LATHAM","5187855511","9-12, US",172,0,0,0,0,3,2,41,24,639,0,802,3,0,5,6,20,0,0,0,2,0,1,0
"011200010010","WATERVLIET JUNIOR-SENIOR HIGH SCHOOL",2014,"01120001","WATERVLIET CITY SD","RYAN GROAT","1245 HILLSIDE DR","WATERVLIET","5186293300","7-12, US",55,0,0,0,0,2,4,14,25,161,0,263,3,1,0,7,6,0,0,0,1,0,1,0
"020101040000","ALFRED-ALMOND CENTRAL SCHOOL DISTRICT",2014,"02010104","ALFRED-ALMOND CSD","RICHARD CALKINS","6795 RT 21","ALMOND","6072766500","PK-12, UE",61,0,0,0,0,0,0,7,11,153,0,231,0,0,0,2,5,0,15,0,0,0,2,0
"020101040001","ALFRED-ALMOND ELEMENTARY SCHOOL",2014,"02010104","ALFRED-ALMOND CSD","TODD GOHO","6795 RT 21","ALMOND","6072766529","PK-6, UE",29,0,0,0,0,0,0,0,0,44,0,81,0,0,0,3,3,0,0,0,0,0,1,0
"010701030000","GREEN ISLAND UNION FREE SCHOOL DISTRICT",2012,"01070103","GREEN ISLAND UFSD","MICHAEL MUGITS","171 HUDSON AVE","GREEN ISLAND","5182731422","K-12, UE, US",31,0,0,0,0,0,0,5,16,97,0,148,2,1,0,6,4,1,12,0,1,0,1,0
"010701030001","HEATLY SCHOOL",2012,"01070103","GREEN ISLAND UFSD","ERIN PETEANI","171 HUDSON AVE","GREEN ISLAND","5182731422","K-12, UE, US",31,0,0,0,0,0,0,5,16,97,0,148,2,1,0,6,4,1,0,0,1,0,1,0
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT",2012,"01080206","GUILDERLAND CSD","MARIE WILES","8 SCHOOL RD","GUILDERLAND CENTER","5184566200","K-12, UE, US",430,0,0,0,0,14,3,59,14,1081,0,1525,5,0,29,13,47,3,20,105,6,0,7,0
"020101040002","ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL",2014,"02010104","ALFRED-ALMOND CSD","SUSAN BAIN-LUCEY","6795 RT 21","ALMOND","6072766559","7-12",27,0,0,0,0,0,0,5,19,97,0,135,0,0,,0,3,0,0,0,0,0,1,0
"020601040000","ANDOVER CENTRAL SCHOOL DISTRICT",2014,"02060104","ANDOVER CSD","LAWRENCE SPANGENBURG","31-35 ELM ST","ANDOVER","6074788491","PK-12",31,0,0,0,0,0,0,7,23,62,0,123,1,1,25,17,5,0,6,1,0,0,1,0
"010802060001","ALTAMONT ELEMENTARY SCHOOL",2012,"01080206","GUILDERLAND CSD","PETER BRABANT","117 GRAND ST","ALTAMONT","5188618528","K-5, UE",26,0,0,0,0,1,4,2,8,23,0,43,0,0,20,16,1,1,0,0,0,0,1,0
"010802060003","GUILDERLAND ELEMENTARY SCHOOL",2012,"01080206","GUILDERLAND CSD","ALLAN LOCKWOOD","2225 WESTERN AVE","GUILDERLAND","5188690293","K-5",44,0,0,0,0,1,2,1,2,57,0,92,0,0,50,12,2,0,0,0,0,0,1,0
"020601040001","ANDOVER SCHOOL",2014,"02060104","ANDOVER CSD","JON MORRIS","31-35 ELM ST","ANDOVER","6074788491","PK-12",31,0,0,0,0,0,0,7,23,62,0,123,1,1,25,17,5,0,0,0,0,0,1,0
"020702040000","GENESEE VALLEY CENTRAL SCHOOL DISTRICT",2014,"02070204","GENESEE VALLEY CSD","BRIAN SCHMITT","1 JAGUAR DR","BELMONT","5852687900","PK-12, UE, US",59,0,0,1,2,3,5,5,8,167,1,251,3,1,33,10,9,0,19,1,0,0,2,0
"020702040001","GENESEE VALLEY CENTRAL SCHOOL",2014,"02070204","GENESEE VALLEY CSD","BRIAN LEBARON","1 JAGUAR DR","BELMONT","5852687900","PK-12, UE, US",56,0,0,1,2,2,4,5,9,162,1,237,3,1,33,11,9,0,0,0,0,0,2,0
"010802060004","WESTMERE ELEMENTARY SCHOOL",2012,"01080206","GUILDERLAND CSD","BETH BINI","6270 JOHNSTON RD","ALBANY","5184563771","K-5",33,0,0,0,0,2,6,6,18,47,0,78,0,0,25,17,1,0,0,0,0,0,1,0
"010802060005","GUILDERLAND HIGH SCHOOL",2012,"01080206","GUILDERLAND CSD","THOMAS LUTSIC","8 SCHOOL RD","GUILDERLAND CENTER","5188618591","9-12, US",131,0,0,0,0,6,5,21,16,443,0,605,0,0,54,16,16,0,0,0,3,0,1,0
"010802060007","LYNNWOOD ELEMENTARY SCHOOL",2012,"01080206","GUILDERLAND CSD","ALICIA RIZZO","8 REGINA DR","SCHENECTADY","5183557930","K-5",36,0,0,0,0,1,3,7,19,45,0,69,0,0,0,6,1,0,0,0,0,0,1,0
"020801040000","BELFAST CENTRAL SCHOOL DISTRICT",2014,"02080104","BELFAST CSD","JUDY MAY","1 KING ST","BELFAST","5853659940","PK-12, UE, US",40,0,0,0,0,0,0,6,15,117,1,180,1,1,0,0,5,0,12,0,0,0,1,0
"020801040001","BELFAST SCHOOL",2014,"02080104","BELFAST CSD","MICHAEL ROCHE","1 KING ST","BELFAST","5853659940","PK-12, UE, US",40,0,0,0,0,0,0,6,15,117,1,180,1,1,0,0,5,0,0,0,0,0,1,0
"010802060008","FARNSWORTH MIDDLE SCHOOL",2012,"01080206","GUILDERLAND CSD","MARY SUMMERMATTER","6072 STATE FARM RD","GUILDERLAND","5184566010","6-8, UE, US",106,0,0,0,0,2,2,16,15,329,0,450,5,1,20,11,11,2,0,0,3,0,1,0
"010802060009","PINE BUSH ELEMENTARY SCHOOL",2012,"01080206","GUILDERLAND CSD","CHRISTOPHER SANITA","3437 CARMAN RD","SCHENECTADY","5183572770","K-5",33,0,0,0,0,1,3,2,6,50,0,76,0,0,0,8,1,0,0,0,0,0,1,0
"021102040000","CANASERAGA CENTRAL SCHOOL DISTRICT",2014,"02110204","CANASERAGA CSD","MARIE BLUM","4-8 MAIN ST","CANASERAGA","6075456421","PK-12",31,0,0,0,0,6,19,1,3,70,0,126,4,3,20,10,4,0,7,0,0,0,1,0
"021102040001","CANASERAGA SCHOOL",2014,"02110204","CANASERAGA CSD","MICHAEL GILL","4-8 MAIN ST","CANASERAGA","6075456421","PK-12",31,0,0,0,0,6,19,1,3,70,0,126,4,3,20,10,4,0,0,0,0,0,1,0
"021601040000","FRIENDSHIP CENTRAL SCHOOL DISTRICT",2014,"02160104","FRIENDSHIP CSD","JUDY MAY","46 W MAIN ST","FRIENDSHIP","5859733534","PK-12",37,0,0,2,5,2,5,2,5,87,2,130,5,4,25,13,4,0,10,1,0,0,1,0
"011003060000","VOORHEESVILLE CENTRAL SCHOOL DISTRICT",2012,"01100306","VOORHEESVILLE CSD","TERESA SNYDER","432 NEW SALEM RD","VOORHEESVILLE","5187653313","K-12, UE, US",98,0,0,0,0,3,3,15,15,249,0,362,3,1,40,17,16,0,29,9,1,0,3,0
"011003060001","VOORHEESVILLE ELEMENTARY SCHOOL",2012,"01100306","VOORHEESVILLE CSD","THOMAS REARDON","129 MAPLE AVE","VOORHEESVILLE","5187652382","K-5, UE",40,0,0,0,0,1,3,5,13,61,0,105,0,0,33,13,2,0,0,0,0,0,1,0
"011003060002","CLAYTON A BOUTON HIGH SCHOOL",2012,"01100306","VOORHEESVILLE CSD","IMRAN ABBASI","432 NEW SALEM RD","VOORHEESVILLE","5187653314","9-12, US",36,0,0,0,0,0,0,9,25,107,0,150,1,1,33,13,6,0,0,0,1,0,1,0
