"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","Completers","HSGraduates","RegentsDiplomas","PER_RegDipl","RegDipAdvDesig","PER_RegDipAdvDesig","RegDipCTE","PER_RegDipCTE","LocalDiplomas","PER_LocDip","CommCred","PER_CommCred"
"261600010086","INTERNATIONAL FINANCE & ECONOMIC DEVELOPMENT HS AT FRANKLIN",2012,"Students with Disabilities",,"1","1","100","0","00",,,,,,
"331900011507","PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL",2012,"All Students",,"99","83","84","0","00",,,,,,
"331900011507","PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL",2012,"General Education",,"92","82","89","0","00",,,,,,
"331900011507","PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL",2012,"Students with Disabilities",,"7","1","14","0","00",,,,,,
"320900011239","URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YOUNG MEN",2012,"All Students",,"26","14","54","0","00",,,,,,
"320900011239","URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YOUNG MEN",2012,"General Education",,"20","14","70","0","00",,,,,,
"320900011239","URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YOUNG MEN",2012,"Students with Disabilities",,"6","0","00","0","00",,,,,,
"320900011241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE",2012,"All Students",,"83","79","95","17","20",,,,,,
"320900011241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE",2012,"General Education",,"73","71","97","17","23",,,,,,
"320900011241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE",2012,"Students with Disabilities",,"10","8","80","0","00",,,,,,
"331300011483","URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE",2012,"All Students",,"99","88","89","0","00",,,,,,
"331300011483","URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE",2012,"General Education",,"87","86","99","0","00",,,,,,
"331300011483","URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE",2012,"Students with Disabilities",,"12","2","17","0","00",,,,,,
"310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2012,"All Students",,"63","48","76","2","03",,,,,,
"310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2012,"General Education",,"49","46","94","2","04",,,,,,
"310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2012,"Students with Disabilities",,"14","2","14","0","00",,,,,,
"331400011558","WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN",2012,"All Students",,"91","82","90","19","21",,,,,,
"331400011558","WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN",2012,"General Education",,"77","77","100","18","23",,,,,,
"331400011558","WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN",2012,"Students with Disabilities",,"14","5","36","1","07",,,,,,
"661004060004","HORACE GREELEY HIGH SCHOOL",2012,"All Students",,"312","309","99","0","00",,,,,,
"661004060004","HORACE GREELEY HIGH SCHOOL",2012,"General Education",,"277","277","100","0","00",,,,,,
"661004060004","HORACE GREELEY HIGH SCHOOL",2012,"Students with Disabilities",,"35","32","91","0","00",,,,,,
"661100010000","NEW ROCHELLE CITY SCHOOL DISTRICT",2012,"All Students",,"671","600","89","204","30",,,,,,
"661100010000","NEW ROCHELLE CITY SCHOOL DISTRICT",2012,"General Education",,"607","562","93","200","33",,,,,,
"661100010000","NEW ROCHELLE CITY SCHOOL DISTRICT",2012,"Students with Disabilities",,"64","38","59","4","06",,,,,,
"660301030006","EASTCHESTER SENIOR HIGH SCHOOL",2012,"All Students",,"196","193","98","117","60",,,,,,
"660301030006","EASTCHESTER SENIOR HIGH SCHOOL",2012,"General Education",,"179","179","100","116","65",,,,,,
"660301030006","EASTCHESTER SENIOR HIGH SCHOOL",2012,"Students with Disabilities",,"17","14","82","1","06",,,,,,
"101001040000","CHATHAM CENTRAL SCHOOL DISTRICT",2012,"All Students",,"93","86","92","35","38",,,,,,
"101001040000","CHATHAM CENTRAL SCHOOL DISTRICT",2012,"General Education",,"83","79","95","34","41",,,,,,
"101001040000","CHATHAM CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"10","7","70","1","10",,,,,,
"101001040002","CHATHAM HIGH SCHOOL",2012,"All Students",,"92","85","92","35","38",,,,,,
"101001040002","CHATHAM HIGH SCHOOL",2012,"General Education",,"82","78","95","34","41",,,,,,
"101001040002","CHATHAM HIGH SCHOOL",2012,"Students with Disabilities",,"10","7","70","1","10",,,,,,
"100902040001","GERMANTOWN CENTRAL SCHOOL",2012,"All Students",,"46","42","91","19","41",,,,,,
"100902040001","GERMANTOWN CENTRAL SCHOOL",2012,"General Education",,"43","42","98","19","44",,,,,,
"100902040001","GERMANTOWN CENTRAL SCHOOL",2012,"Students with Disabilities",,"3","0","00","0","00",,,,,,
"100501040003","TACONIC HILLS HIGH SCHOOL",2012,"All Students",,"115","100","87","41","36",,,,,,
"100501040003","TACONIC HILLS HIGH SCHOOL",2012,"General Education",,"106","95","90","41","39",,,,,,
"100501040003","TACONIC HILLS HIGH SCHOOL",2012,"Students with Disabilities",,"9","5","56","0","00",,,,,,
"061001040005","MAPLE GROVE JUNIOR-SENIOR HIGH SCHOOL",2012,"All Students",,"58","57","98","36","62",,,,,,
"061001040005","MAPLE GROVE JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education",,"58","57","98","36","62",,,,,,
"061001040005","MAPLE GROVE JUNIOR-SENIOR HIGH SCHOOL",2012,"Students with Disabilities",,"0","0",,"0",,,,,,,
"061101040000","FALCONER CENTRAL SCHOOL DISTRICT",2012,"All Students",,"91","83","91","35","38",,,,,,
"061101040000","FALCONER CENTRAL SCHOOL DISTRICT",2012,"General Education",,"81","81","100","35","43",,,,,,
"061101040000","FALCONER CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"10","2","20","0","00",,,,,,
"061501040000","SILVER CREEK CENTRAL SCHOOL DISTRICT",2012,"All Students",,"64","59","92","33","52",,,,,,
"061501040000","SILVER CREEK CENTRAL SCHOOL DISTRICT",2012,"General Education",,"59","57","97","33","56",,,,,,
"061501040000","SILVER CREEK CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"5","2","40","0","00",,,,,,
"061501040001","SILVER CREEK HIGH SCHOOL",2012,"All Students",,"61","56","92","33","54",,,,,,
"061501040001","SILVER CREEK HIGH SCHOOL",2012,"General Education",,"56","54","96","33","59",,,,,,
"061501040001","SILVER CREEK HIGH SCHOOL",2012,"Students with Disabilities",,"5","2","40","0","00",,,,,,
"061001040000","BEMUS POINT CENTRAL SCHOOL DISTRICT",2012,"All Students",,"58","57","98","36","62",,,,,,
"061001040000","BEMUS POINT CENTRAL SCHOOL DISTRICT",2012,"General Education",,"58","57","98","36","62",,,,,,
"061001040000","BEMUS POINT CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"0","0",,"0",,,,,,,
"130200010000","BEACON CITY SCHOOL DISTRICT",2012,"All Students",,"209","178","85","57","27",,,,,,
"130200010000","BEACON CITY SCHOOL DISTRICT",2012,"General Education",,"178","168","94","56","31",,,,,,
"130200010000","BEACON CITY SCHOOL DISTRICT",2012,"Students with Disabilities",,"31","10","32","1","03",,,,,,
"580410030000","COMMACK UNION FREE SCHOOL DISTRICT",2012,"All Students",,"592","580","98","469","79",,,,,,
"580410030000","COMMACK UNION FREE SCHOOL DISTRICT",2012,"General Education",,"526","526","100","452","86",,,,,,
"580410030000","COMMACK UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities",,"66","54","82","17","26",,,,,,
"580406060007","HARBORFIELDS HIGH SCHOOL",2012,"All Students",,"282","276","98","216","77",,,,,,
"580406060007","HARBORFIELDS HIGH SCHOOL",2012,"General Education",,"252","252","100","214","85",,,,,,
"580406060007","HARBORFIELDS HIGH SCHOOL",2012,"Students with Disabilities",,"30","24","80","2","07",,,,,,
"580406060000","HARBORFIELDS CENTRAL SCHOOL DISTRICT",2012,"All Students",,"288","278","97","216","75",,,,,,
"580406060000","HARBORFIELDS CENTRAL SCHOOL DISTRICT",2012,"General Education",,"254","253","100","214","84",,,,,,
"580406060000","HARBORFIELDS CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"34","25","74","2","06",,,,,,
"580205060019","SACHEM HIGH SCHOOL NORTH",2012,"All Students",,"562","533","95","331","59",,,,,,
"580205060019","SACHEM HIGH SCHOOL NORTH",2012,"General Education",,"518","512","99","328","63",,,,,,
"580205060019","SACHEM HIGH SCHOOL NORTH",2012,"Students with Disabilities",,"44","21","48","3","07",,,,,,
"560603040001","ROMULUS CENTRAL SCHOOL",2012,"All Students",,"28","25","89","13","46",,,,,,
"560603040001","ROMULUS CENTRAL SCHOOL",2012,"General Education",,"24","23","96","12","50",,,,,,
"560603040001","ROMULUS CENTRAL SCHOOL",2012,"Students with Disabilities",,"4","2","50","1","25",,,,,,
"560701060003","MYNDERSE ACADEMY",2012,"All Students",,"91","84","92","40","44",,,,,,
"560701060003","MYNDERSE ACADEMY",2012,"General Education",,"82","77","94","39","48",,,,,,
"560701060003","MYNDERSE ACADEMY",2012,"Students with Disabilities",,"9","7","78","1","11",,,,,,
"560501040000","SOUTH SENECA CENTRAL SCHOOL DISTRICT",2012,"All Students",,"65","54","83","14","22",,,,,,
"560501040000","SOUTH SENECA CENTRAL SCHOOL DISTRICT",2012,"General Education",,"57","54","95","14","25",,,,,,
"560501040000","SOUTH SENECA CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"8","0","00","0","00",,,,,,
"560603040000","ROMULUS CENTRAL SCHOOL DISTRICT",2012,"All Students",,"30","26","87","13","43",,,,,,
"560603040000","ROMULUS CENTRAL SCHOOL DISTRICT",2012,"General Education",,"25","24","96","12","48",,,,,,
"560603040000","ROMULUS CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"5","2","40","1","20",,,,,,
"560501040004","SOUTH SENECA HIGH SCHOOL",2012,"All Students",,"63","54","86","14","22",,,,,,
"560501040004","SOUTH SENECA HIGH SCHOOL",2012,"General Education",,"57","54","95","14","25",,,,,,
"560501040004","SOUTH SENECA HIGH SCHOOL",2012,"Students with Disabilities",,"6","0","00","0","00",,,,,,
"520101060000","BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT",2012,"All Students",,"294","276","94","163","55",,,,,,
"520101060000","BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT",2012,"General Education",,"260","256","98","161","62",,,,,,
"520101060000","BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"34","20","59","2","06",,,,,,
"580101030002","BABYLON JUNIOR-SENIOR HIGH SCHOOL",2012,"All Students",,"143","142","99","92","64",,,,,,
"580101030002","BABYLON JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education",,"138","138","100","92","67",,,,,,
"580101030002","BABYLON JUNIOR-SENIOR HIGH SCHOOL",2012,"Students with Disabilities",,"5","4","80","0","00",,,,,,
"572702040002","JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL",2012,"All Students",,"41","36","88","20","49",,,,,,
"572702040002","JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education",,"38","35","92","20","53",,,,,,
"572702040002","JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL",2012,"Students with Disabilities",,"3","1","33","0","00",,,,,,
"572901040000","HAMMONDSPORT CENTRAL SCHOOL DISTRICT",2012,"All Students",,"40","39","98","11","28",,,,,,
"572901040000","HAMMONDSPORT CENTRAL SCHOOL DISTRICT",2012,"General Education",,"37","37","100","11","30",,,,,,
"572901040000","HAMMONDSPORT CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"3","2","67","0","00",,,,,,
"522001040000","STILLWATER CENTRAL SCHOOL DISTRICT",2012,"All Students",,"112","101","90","59","53",,,,,,
"522001040000","STILLWATER CENTRAL SCHOOL DISTRICT",2012,"General Education",,"98","98","100","59","60",,,,,,
"522001040000","STILLWATER CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"14","3","21","0","00",,,,,,
"521800010010","SARATOGA SPRINGS HIGH SCHOOL",2012,"All Students",,"473","463","98","248","52",,,,,,
"521800010010","SARATOGA SPRINGS HIGH SCHOOL",2012,"General Education",,"436","435","100","246","56",,,,,,
"521800010010","SARATOGA SPRINGS HIGH SCHOOL",2012,"Students with Disabilities",,"37","28","76","2","05",,,,,,
"661601030005","PELHAM MEMORIAL HIGH SCHOOL",2012,"All Students",,"208","198","95","131","63",,,,,,
"661601030005","PELHAM MEMORIAL HIGH SCHOOL",2012,"General Education",,"191","190","99","131","69",,,,,,
"661601030005","PELHAM MEMORIAL HIGH SCHOOL",2012,"Students with Disabilities",,"17","8","47","0","00",,,,,,
"661402020000","BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT",2012,"All Students",,"151","150","99","116","77",,,,,,
"661402020000","BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT",2012,"General Education",,"132","132","100","114","86",,,,,,
"661402020000","BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities",,"19","18","95","2","11",,,,,,
"661402020002","BRIARCLIFF HIGH SCHOOL",2012,"All Students",,"145","144","99","115","79",,,,,,
"661402020002","BRIARCLIFF HIGH SCHOOL",2012,"General Education",,"129","129","100","113","88",,,,,,
"661402020002","BRIARCLIFF HIGH SCHOOL",2012,"Students with Disabilities",,"16","15","94","2","13",,,,,,
"331800011642","URBAN ACTION ACADEMY",2012,"All Students",,"69","45","65","0","00",,,,,,
"331800011642","URBAN ACTION ACADEMY",2012,"General Education",,"64","45","70","0","00",,,,,,
"331800011642","URBAN ACTION ACADEMY",2012,"Students with Disabilities",,"5","0","00","0","00",,,,,,
"331900011639","BROOKLYN LAB SCHOOL",2012,"All Students",,"45","41","91","2","04",,,,,,
"331900011639","BROOKLYN LAB SCHOOL",2012,"General Education",,"40","39","98","2","05",,,,,,
"331900011639","BROOKLYN LAB SCHOOL",2012,"Students with Disabilities",,"5","2","40","0","00",,,,,,
"331800011637","ACADEMY FOR CONSERVATION AND THE ENVIRONMENT",2012,"All Students",,"37","32","86","0","00",,,,,,
"331800011637","ACADEMY FOR CONSERVATION AND THE ENVIRONMENT",2012,"General Education",,"30","30","100","0","00",,,,,,
"331800011637","ACADEMY FOR CONSERVATION AND THE ENVIRONMENT",2012,"Students with Disabilities",,"7","2","29","0","00",,,,,,
"331800011635","OLYMPUS ACADEMY",2012,"All Students",,"33","20","61","0","00",,,,,,
"331800011635","OLYMPUS ACADEMY",2012,"General Education",,"28","19","68","0","00",,,,,,
"331800011635","OLYMPUS ACADEMY",2012,"Students with Disabilities",,"5","1","20","0","00",,,,,,
"461300010000","OSWEGO CITY SCHOOL DISTRICT",2012,"All Students",,"281","267","95","138","49",,,,,,
"461300010000","OSWEGO CITY SCHOOL DISTRICT",2012,"General Education",,"265","262","99","135","51",,,,,,
"461300010000","OSWEGO CITY SCHOOL DISTRICT",2012,"Students with Disabilities",,"16","5","31","3","19",,,,,,
"440301060003","CORNWALL CENTRAL HIGH SCHOOL",2012,"All Students",,"298","295","99","153","51",,,,,,
"440301060003","CORNWALL CENTRAL HIGH SCHOOL",2012,"General Education",,"276","274","99","151","55",,,,,,
"440301060003","CORNWALL CENTRAL HIGH SCHOOL",2012,"Students with Disabilities",,"22","21","95","2","09",,,,,,
"440201020000","CHESTER UNION FREE SCHOOL DISTRICT",2012,"All Students",,"71","64","90","21","30",,,,,,
"440201020000","CHESTER UNION FREE SCHOOL DISTRICT",2012,"General Education",,"63","60","95","21","33",,,,,,
"440201020000","CHESTER UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities",,"8","4","50","0","00",,,,,,
"440201020001","CHESTER ACADEMY-MIDDLE/HIGH SCHOOL",2012,"All Students",,"69","62","90","21","30",,,,,,
"440201020001","CHESTER ACADEMY-MIDDLE/HIGH SCHOOL",2012,"General Education",,"63","60","95","21","33",,,,,,
"440201020001","CHESTER ACADEMY-MIDDLE/HIGH SCHOOL",2012,"Students with Disabilities",,"6","2","33","0","00",,,,,,
"440102060000","WASHINGTONVILLE CENTRAL SCHOOL DISTRICT",2012,"All Students",,"378","344","91","145","38",,,,,,
"440102060000","WASHINGTONVILLE CENTRAL SCHOOL DISTRICT",2012,"General Education",,"346","331","96","144","42",,,,,,
"440102060000","WASHINGTONVILLE CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"32","13","41","1","03",,,,,,
"420411060006","JAMESVILLE-DEWITT HIGH SCHOOL",2012,"All Students",,"209","205","98","136","65",,,,,,
"420411060006","JAMESVILLE-DEWITT HIGH SCHOOL",2012,"General Education",,"195","195","100","134","69",,,,,,
"420411060006","JAMESVILLE-DEWITT HIGH SCHOOL",2012,"Students with Disabilities",,"14","10","71","2","14",,,,,,
"420501060000","JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT",2012,"All Students",,"117","112","96","33","28",,,,,,
"420501060000","JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT",2012,"General Education",,"111","109","98","33","30",,,,,,
"420501060000","JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"6","3","50","0","00",,,,,,
"400900010000","NORTH TONAWANDA CITY SCHOOL DISTRICT",2012,"All Students",,"316","291","92","130","41",,,,,,
"400900010000","NORTH TONAWANDA CITY SCHOOL DISTRICT",2012,"General Education",,"280","273","98","128","46",,,,,,
"400900010000","NORTH TONAWANDA CITY SCHOOL DISTRICT",2012,"Students with Disabilities",,"36","18","50","2","06",,,,,,
"120501040002","DELAWARE ACADEMY HIGH SCHOOL",2012,"All Students",,"62","61","98","24","39",,,,,,
"120501040002","DELAWARE ACADEMY HIGH SCHOOL",2012,"General Education",,"58","58","100","24","41",,,,,,
"120501040002","DELAWARE ACADEMY HIGH SCHOOL",2012,"Students with Disabilities",,"4","3","75","0","00",,,,,,
"120401040000","CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT",2012,"All Students",,"27","24","89","3","11",,,,,,
"120401040000","CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT",2012,"General Education",,"24","24","100","3","13",,,,,,
"120401040000","CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"3","0","00","0","00",,,,,,
"120401040001","CHARLOTTE VALLEY SCHOOL",2012,"All Students",,"27","24","89","3","11",,,,,,
"120401040001","CHARLOTTE VALLEY SCHOOL",2012,"General Education",,"24","24","100","3","13",,,,,,
"120401040001","CHARLOTTE VALLEY SCHOOL",2012,"Students with Disabilities",,"3","0","00","0","00",,,,,,
"661301040003","NORTH SALEM MIDDLE SCHOOL/HIGH SCHOOL",2012,"Students with Disabilities",,"9","7","78","0","00",,,,,,
"661201060000","BYRAM HILLS CENTRAL SCHOOL DISTRICT",2012,"All Students",,"209","209","100","0","00",,,,,,
"661201060000","BYRAM HILLS CENTRAL SCHOOL DISTRICT",2012,"General Education",,"186","186","100","0","00",,,,,,
"661201060000","BYRAM HILLS CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"23","23","100","0","00",,,,,,
"661301040000","NORTH SALEM CENTRAL SCHOOL DISTRICT",2012,"All Students",,"104","101","97","55","53",,,,,,
"661301040000","NORTH SALEM CENTRAL SCHOOL DISTRICT",2012,"General Education",,"90","90","100","55","61",,,,,,
"661301040000","NORTH SALEM CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"14","11","79","0","00",,,,,,
"310200011429","LEGACY SCHOOL FOR INTEGRATED STUDIES",2012,"All Students",,"28","25","89","0","00",,,,,,
"310200011429","LEGACY SCHOOL FOR INTEGRATED STUDIES",2012,"General Education",,"24","24","100","0","00",,,,,,
"310200011429","LEGACY SCHOOL FOR INTEGRATED STUDIES",2012,"Students with Disabilities",,"4","1","25","0","00",,,,,,
"310200011439","MANHATTAN VILLAGE ACADEMY",2012,"All Students",,"98","97","99","70","71",,,,,,
"310200011439","MANHATTAN VILLAGE ACADEMY",2012,"General Education",,"89","89","100","67","75",,,,,,
"310200011439","MANHATTAN VILLAGE ACADEMY",2012,"Students with Disabilities",,"9","8","89","3","33",,,,,,
"310200011449","VANGUARD HIGH SCHOOL",2012,"All Students",,"64","63","98","0","00",,,,,,
"310200011449","VANGUARD HIGH SCHOOL",2012,"General Education",,"58","58","100","0","00",,,,,,
"310200011449","VANGUARD HIGH SCHOOL",2012,"Students with Disabilities",,"6","5","83","0","00",,,,,,
"310200011459","MANHATTAN INTERNATIONAL HIGH SCHOOL",2012,"All Students",,"63","61","97","0","00",,,,,,
"310200011459","MANHATTAN INTERNATIONAL HIGH SCHOOL",2012,"General Education",,"62","60","97","0","00",,,,,,
"310200011459","MANHATTAN INTERNATIONAL HIGH SCHOOL",2012,"Students with Disabilities",,"1","1","100","0","00",,,,,,
"310500011469","CHOIR ACADEMY OF HARLEM",2012,"All Students",,"30","28","93","0","00",,,,,,
"310500011469","CHOIR ACADEMY OF HARLEM",2012,"General Education",,"30","28","93","0","00",,,,,,
"310500011469","CHOIR ACADEMY OF HARLEM",2012,"Students with Disabilities",,"0","0",,"0",,,,,,,
"310300011479","BEACON HIGH SCHOOL",2012,"All Students",,"275","271","99","0","00",,,,,,
"310300011479","BEACON HIGH SCHOOL",2012,"General Education",,"264","260","98","0","00",,,,,,
"310300011479","BEACON HIGH SCHOOL",2012,"Students with Disabilities",,"11","11","100","0","00",,,,,,
"140701060008","PINE HILL EDUCATION CENTER",2012,"All Students",,"17","9","53","0","00",,,,,,
"140701060008","PINE HILL EDUCATION CENTER",2012,"General Education",,"10","7","70","0","00",,,,,,
"140701060008","PINE HILL EDUCATION CENTER",2012,"Students with Disabilities",,"7","2","29","0","00",,,,,,
