"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","DROPOUT","PER_DROPOUT","EQUIV","PER_EQUIV","TOTALNON","PER_TOTALNON","TOTAL_ENROLLMENT_BASE"
"310200011586","HARVEY MILK HIGH SCHOOL",2012,"General Education","18","38","3","06","21","45",47
"310200011586","HARVEY MILK HIGH SCHOOL",2012,"Students with Disabilities","8","53","1","07","9","60",15
"342800011690","HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY",2012,"All Students","21","04","3","01","24","04",539
"342800011690","HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY",2012,"General Education","17","04","2","00","19","04",449
"342800011690","HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY",2012,"Students with Disabilities","4","04","1","01","5","06",90
"331500011463","SECONDARY SCHOOL FOR JOURNALISM",2012,"All Students","20","07","1","00","21","07",304
"331500011463","SECONDARY SCHOOL FOR JOURNALISM",2012,"General Education","16","06","1","00","17","07",259
"331500011463","SECONDARY SCHOOL FOR JOURNALISM",2012,"Students with Disabilities","4","09","0","00","4","09",45
"331500011464","PARK SLOPE COLLEGIATE",2012,"All Students","19","06","1","00","20","07",307
"331500011464","PARK SLOPE COLLEGIATE",2012,"General Education","16","06","1","00","17","07",260
"331500011464","PARK SLOPE COLLEGIATE",2012,"Students with Disabilities","3","06","0","00","3","06",47
"261600010084","GLOBAL MEDIA ARTS HS AT FRANKLIN",2012,"All Students","44","34","0","00","44","34",130
"261600010084","GLOBAL MEDIA ARTS HS AT FRANKLIN",2012,"General Education","30","28","0","00","30","28",106
"261600010084","GLOBAL MEDIA ARTS HS AT FRANKLIN",2012,"Students with Disabilities","14","58","0","00","14","58",24
"261600010085","DR FREDDIE THOMAS HIGH SCHOOL",2012,"All Students","109","19","0","00","109","19",583
"261600010085","DR FREDDIE THOMAS HIGH SCHOOL",2012,"General Education","82","17","0","00","82","17",493
"261600010085","DR FREDDIE THOMAS HIGH SCHOOL",2012,"Students with Disabilities","27","30","0","00","27","30",90
"261600010086","INTERNATIONAL FINANCE & ECONOMIC DEVELOPMENT HS AT FRANKLIN",2012,"All Students","76","72","0","00","76","72",105
"261600010086","INTERNATIONAL FINANCE & ECONOMIC DEVELOPMENT HS AT FRANKLIN",2012,"General Education","53","61","0","00","53","61",87
"261600010086","INTERNATIONAL FINANCE & ECONOMIC DEVELOPMENT HS AT FRANKLIN",2012,"Students with Disabilities","23","128","0","00","23","128",18
"331900011507","PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL",2012,"All Students","42","09","1","00","43","10",447
"331900011507","PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL",2012,"General Education","26","07","0","00","26","07",357
"331900011507","PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL",2012,"Students with Disabilities","16","18","1","01","17","19",90
"320900011239","URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YOUNG MEN",2012,"All Students","37","26","5","03","42","29",144
"320900011239","URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YOUNG MEN",2012,"General Education","27","27","3","03","30","30",100
"320900011239","URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YOUNG MEN",2012,"Students with Disabilities","10","23","2","05","12","27",44
"320900011241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE",2012,"All Students","0","00","1","00","1","00",349
"320900011241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE",2012,"General Education","0","00","1","00","1","00",283
"320900011241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE",2012,"Students with Disabilities","0","00","0","00","0","00",66
"331300011483","URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE",2012,"All Students","5","01","1","00","6","01",454
"331300011483","URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE",2012,"General Education","4","01","0","00","4","01",387
"331300011483","URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE",2012,"Students with Disabilities","1","01","1","01","2","03",67
"310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2012,"All Students","21","06","2","01","23","06",372
"310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2012,"General Education","14","05","2","01","16","05",293
"310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2012,"Students with Disabilities","7","09","0","00","7","09",79
"331400011558","WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN",2012,"All Students","10","02","0","00","10","02",503
"331400011558","WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN",2012,"General Education","4","01","0","00","4","01",412
"331400011558","WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN",2012,"Students with Disabilities","6","07","0","00","6","07",91
"661004060004","HORACE GREELEY HIGH SCHOOL",2012,"All Students","2","00","3","00","5","00",1282
"661004060004","HORACE GREELEY HIGH SCHOOL",2012,"General Education","2","00","0","00","2","00",1107
"661004060004","HORACE GREELEY HIGH SCHOOL",2012,"Students with Disabilities","0","00","3","02","3","02",175
"661100010000","NEW ROCHELLE CITY SCHOOL DISTRICT",2012,"All Students","123","04","6","00","129","04",3409
"661100010000","NEW ROCHELLE CITY SCHOOL DISTRICT",2012,"General Education","109","04","4","00","113","04",2885
"661100010000","NEW ROCHELLE CITY SCHOOL DISTRICT",2012,"Students with Disabilities","14","03","2","00","16","03",524
"660301030006","EASTCHESTER SENIOR HIGH SCHOOL",2012,"All Students","2","00","0","00","2","00",858
"660301030006","EASTCHESTER SENIOR HIGH SCHOOL",2012,"General Education","2","00","0","00","2","00",765
"660301030006","EASTCHESTER SENIOR HIGH SCHOOL",2012,"Students with Disabilities","0","00","0","00","0","00",93
"101001040000","CHATHAM CENTRAL SCHOOL DISTRICT",2012,"All Students","15","03","0","00","15","03",475
"101001040000","CHATHAM CENTRAL SCHOOL DISTRICT",2012,"General Education","11","03","0","00","11","03",410
"101001040000","CHATHAM CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","4","06","0","00","4","06",65
"101001040002","CHATHAM HIGH SCHOOL",2012,"All Students","12","03","0","00","12","03",451
"101001040002","CHATHAM HIGH SCHOOL",2012,"General Education","9","02","0","00","9","02",394
"101001040002","CHATHAM HIGH SCHOOL",2012,"Students with Disabilities","3","05","0","00","3","05",57
"100902040001","GERMANTOWN CENTRAL SCHOOL",2012,"All Students","8","04","1","01","9","05",186
"100902040001","GERMANTOWN CENTRAL SCHOOL",2012,"General Education","5","03","0","00","5","03",160
"100902040001","GERMANTOWN CENTRAL SCHOOL",2012,"Students with Disabilities","3","12","1","04","4","15",26
"100501040003","TACONIC HILLS HIGH SCHOOL",2012,"All Students","11","02","3","01","14","03",493
"100501040003","TACONIC HILLS HIGH SCHOOL",2012,"General Education","6","02","1","00","7","02",397
"100501040003","TACONIC HILLS HIGH SCHOOL",2012,"Students with Disabilities","5","05","2","02","7","07",96
"061001040005","MAPLE GROVE JUNIOR-SENIOR HIGH SCHOOL",2012,"All Students","1","00","0","00","1","00",246
"061001040005","MAPLE GROVE JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education","1","00","0","00","1","00",228
"061001040005","MAPLE GROVE JUNIOR-SENIOR HIGH SCHOOL",2012,"Students with Disabilities","0",,"0",,"0",,0
"061101040000","FALCONER CENTRAL SCHOOL DISTRICT",2012,"All Students","11","03","0","00","11","03",418
"061101040000","FALCONER CENTRAL SCHOOL DISTRICT",2012,"General Education","5","01","0","00","5","01",363
"061101040000","FALCONER CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","6","11","0","00","6","11",55
"061501040000","SILVER CREEK CENTRAL SCHOOL DISTRICT",2012,"All Students","8","03","9","03","17","05",317
"061501040000","SILVER CREEK CENTRAL SCHOOL DISTRICT",2012,"General Education","5","02","7","03","12","05",261
"061501040000","SILVER CREEK CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","3","05","2","04","5","09",56
"061501040001","SILVER CREEK HIGH SCHOOL",2012,"All Students","6","02","9","03","15","05",297
"061501040001","SILVER CREEK HIGH SCHOOL",2012,"General Education","4","02","7","03","11","04",253
"061501040001","SILVER CREEK HIGH SCHOOL",2012,"Students with Disabilities","2","05","2","05","4","09",44
"061001040000","BEMUS POINT CENTRAL SCHOOL DISTRICT",2012,"All Students","1","00","0","00","1","00",247
"061001040000","BEMUS POINT CENTRAL SCHOOL DISTRICT",2012,"General Education","1","00","0","00","1","00",228
"061001040000","BEMUS POINT CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","0",,"0",,"0",,0
"130200010000","BEACON CITY SCHOOL DISTRICT",2012,"All Students","42","04","6","01","48","04",1082
"130200010000","BEACON CITY SCHOOL DISTRICT",2012,"General Education","35","04","0","00","35","04",882
"130200010000","BEACON CITY SCHOOL DISTRICT",2012,"Students with Disabilities","7","04","6","03","13","07",200
"580410030000","COMMACK UNION FREE SCHOOL DISTRICT",2012,"All Students","2","00","8","00","10","00",2534
"580410030000","COMMACK UNION FREE SCHOOL DISTRICT",2012,"General Education","1","00","3","00","4","00",2174
"580410030000","COMMACK UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities","1","00","5","01","6","02",360
"580406060007","HARBORFIELDS HIGH SCHOOL",2012,"All Students","1","00","0","00","1","00",1141
"580406060007","HARBORFIELDS HIGH SCHOOL",2012,"General Education","1","00","0","00","1","00",1010
"580406060007","HARBORFIELDS HIGH SCHOOL",2012,"Students with Disabilities","0","00","0","00","0","00",131
"580406060000","HARBORFIELDS CENTRAL SCHOOL DISTRICT",2012,"All Students","2","00","0","00","2","00",1175
"580406060000","HARBORFIELDS CENTRAL SCHOOL DISTRICT",2012,"General Education","1","00","0","00","1","00",1013
"580406060000","HARBORFIELDS CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","1","01","0","00","1","01",162
"580205060019","SACHEM HIGH SCHOOL NORTH",2012,"All Students","27","01","0","00","27","01",2322
"580205060019","SACHEM HIGH SCHOOL NORTH",2012,"General Education","24","01","0","00","24","01",2053
"580205060019","SACHEM HIGH SCHOOL NORTH",2012,"Students with Disabilities","3","01","0","00","3","01",269
"560603040001","ROMULUS CENTRAL SCHOOL",2012,"All Students","1","01","0","00","1","01",118
"560603040001","ROMULUS CENTRAL SCHOOL",2012,"General Education","1","01","0","00","1","01",96
"560603040001","ROMULUS CENTRAL SCHOOL",2012,"Students with Disabilities","0","00","0","00","0","00",22
"560701060003","MYNDERSE ACADEMY",2012,"All Students","11","03","0","00","11","03",399
"560701060003","MYNDERSE ACADEMY",2012,"General Education","7","02","0","00","7","02",335
"560701060003","MYNDERSE ACADEMY",2012,"Students with Disabilities","4","06","0","00","4","06",64
"560501040000","SOUTH SENECA CENTRAL SCHOOL DISTRICT",2012,"All Students","6","02","0","00","6","02",269
"560501040000","SOUTH SENECA CENTRAL SCHOOL DISTRICT",2012,"General Education","3","02","0","00","3","02",199
"560501040000","SOUTH SENECA CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","3","04","0","00","3","04",70
"560603040000","ROMULUS CENTRAL SCHOOL DISTRICT",2012,"All Students","2","02","0","00","2","02",128
"560603040000","ROMULUS CENTRAL SCHOOL DISTRICT",2012,"General Education","2","02","0","00","2","02",98
"560603040000","ROMULUS CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","0","00","0","00","0","00",30
"560501040004","SOUTH SENECA HIGH SCHOOL",2012,"All Students","5","02","0","00","5","02",245
"560501040004","SOUTH SENECA HIGH SCHOOL",2012,"General Education","2","01","0","00","2","01",195
"560501040004","SOUTH SENECA HIGH SCHOOL",2012,"Students with Disabilities","3","06","0","00","3","06",50
"520101060000","BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT",2012,"All Students","6","01","7","01","13","01",1164
"520101060000","BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT",2012,"General Education","4","00","6","01","10","01",1011
"520101060000","BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","2","01","1","01","3","02",153
"580101030002","BABYLON JUNIOR-SENIOR HIGH SCHOOL",2012,"All Students","1","00","1","00","2","00",544
"580101030002","BABYLON JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education","1","00","1","00","2","00",489
"580101030002","BABYLON JUNIOR-SENIOR HIGH SCHOOL",2012,"Students with Disabilities","0","00","0","00","0","00",55
"572702040002","JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL",2012,"All Students","4","02","0","00","4","02",183
"572702040002","JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education","2","01","0","00","2","01",153
"572702040002","JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL",2012,"Students with Disabilities","2","07","0","00","2","07",30
"572901040000","HAMMONDSPORT CENTRAL SCHOOL DISTRICT",2012,"All Students","2","01","0","00","2","01",168
"572901040000","HAMMONDSPORT CENTRAL SCHOOL DISTRICT",2012,"General Education","2","01","0","00","2","01",152
"572901040000","HAMMONDSPORT CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","0","00","0","00","0","00",16
"522001040000","STILLWATER CENTRAL SCHOOL DISTRICT",2012,"All Students","3","01","0","00","3","01",400
"522001040000","STILLWATER CENTRAL SCHOOL DISTRICT",2012,"General Education","3","01","0","00","3","01",352
"522001040000","STILLWATER CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","0","00","0","00","0","00",48
"521800010010","SARATOGA SPRINGS HIGH SCHOOL",2012,"All Students","37","02","16","01","53","03",2062
"521800010010","SARATOGA SPRINGS HIGH SCHOOL",2012,"General Education","28","02","12","01","40","02",1862
"521800010010","SARATOGA SPRINGS HIGH SCHOOL",2012,"Students with Disabilities","9","05","4","02","13","07",200
"661601030005","PELHAM MEMORIAL HIGH SCHOOL",2012,"All Students","0","00","0","00","0","00",844
"661601030005","PELHAM MEMORIAL HIGH SCHOOL",2012,"General Education","0","00","0","00","0","00",731
"661601030005","PELHAM MEMORIAL HIGH SCHOOL",2012,"Students with Disabilities","0","00","0","00","0","00",113
"661402020000","BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT",2012,"All Students","0","00","0","00","0","00",598
"661402020000","BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT",2012,"General Education","0","00","0","00","0","00",519
"661402020000","BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities","0","00","0","00","0","00",79
"661402020002","BRIARCLIFF HIGH SCHOOL",2012,"All Students","0","00","0","00","0","00",586
"661402020002","BRIARCLIFF HIGH SCHOOL",2012,"General Education","0","00","0","00","0","00",515
"661402020002","BRIARCLIFF HIGH SCHOOL",2012,"Students with Disabilities","0","00","0","00","0","00",71
"331800011642","URBAN ACTION ACADEMY",2012,"All Students","15","05","4","01","19","06",317
"331800011642","URBAN ACTION ACADEMY",2012,"General Education","12","04","4","01","16","06",274
"331800011642","URBAN ACTION ACADEMY",2012,"Students with Disabilities","3","07","0","00","3","07",43
"331900011639","BROOKLYN LAB SCHOOL",2012,"All Students","11","03","1","00","12","03",391
"331900011639","BROOKLYN LAB SCHOOL",2012,"General Education","9","03","0","00","9","03",305
"331900011639","BROOKLYN LAB SCHOOL",2012,"Students with Disabilities","2","02","1","01","3","03",86
"331800011637","ACADEMY FOR CONSERVATION AND THE ENVIRONMENT",2012,"All Students","14","05","3","01","17","06",263
"331800011637","ACADEMY FOR CONSERVATION AND THE ENVIRONMENT",2012,"General Education","8","04","1","00","9","04",214
"331800011637","ACADEMY FOR CONSERVATION AND THE ENVIRONMENT",2012,"Students with Disabilities","6","12","2","04","8","16",49
"331800011635","OLYMPUS ACADEMY",2012,"All Students","50","29","5","03","55","32",172
"331800011635","OLYMPUS ACADEMY",2012,"General Education","47","31","4","03","51","34",151
"331800011635","OLYMPUS ACADEMY",2012,"Students with Disabilities","3","14","1","05","4","19",21
"461300010000","OSWEGO CITY SCHOOL DISTRICT",2012,"All Students","60","04","22","02","82","06",1345
"461300010000","OSWEGO CITY SCHOOL DISTRICT",2012,"General Education","47","04","19","02","66","06",1171
"461300010000","OSWEGO CITY SCHOOL DISTRICT",2012,"Students with Disabilities","13","07","3","02","16","09",174
"440301060003","CORNWALL CENTRAL HIGH SCHOOL",2012,"All Students","13","01","0","00","13","01",1154
"440301060003","CORNWALL CENTRAL HIGH SCHOOL",2012,"General Education","12","01","0","00","12","01",1060
"440301060003","CORNWALL CENTRAL HIGH SCHOOL",2012,"Students with Disabilities","1","01","0","00","1","01",94
"440201020000","CHESTER UNION FREE SCHOOL DISTRICT",2012,"All Students","8","02","0","00","8","02",334
"440201020000","CHESTER UNION FREE SCHOOL DISTRICT",2012,"General Education","6","02","0","00","6","02",274
"440201020000","CHESTER UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities","2","03","0","00","2","03",60
"440201020001","CHESTER ACADEMY-MIDDLE/HIGH SCHOOL",2012,"All Students","8","03","0","00","8","03",315
"440201020001","CHESTER ACADEMY-MIDDLE/HIGH SCHOOL",2012,"General Education","6","02","0","00","6","02",272
"440201020001","CHESTER ACADEMY-MIDDLE/HIGH SCHOOL",2012,"Students with Disabilities","2","05","0","00","2","05",43
"440102060000","WASHINGTONVILLE CENTRAL SCHOOL DISTRICT",2012,"All Students","19","01","4","00","23","01",1543
"440102060000","WASHINGTONVILLE CENTRAL SCHOOL DISTRICT",2012,"General Education","12","01","1","00","13","01",1358
