"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","TOTAL_GRAD_PLAN","NUM_4YR_COLLEGE","PER_4YR_COLLEGE","NUM_2YR_COLLEGE","PER_2YR_COLLEGE","NUM_POST_SECONDARY","PER_POST_SECONDARY","NUM_MILITARY","PER_MILITARY","NUM_EMPLOYMENT","PER_EMPLOYMENT","NUM_ADULT_SERVICES","PER_ADULT_SERVICES","NUM_OTHER","PER_OTHER","NUM_UNKNOWN","PER_UNKNOWN"
"000022000000","JEFFERSON County",2013,"All Students",1182,"358","30","487","41","26","02","55","05","189","16","3","00","43","04","21","02"
"000022000000","JEFFERSON County",2013,"General Education",1008,"349","35","437","43","18","02","46","05","117","12","0","00","28","03","13","01"
"000022000000","JEFFERSON County",2013,"Students with Disabilities",174,"9","05","50","29","8","05","9","05","72","41","3","02","15","09","8","05"
"000023000000","LEWIS County",2013,"All Students",329,"77","23","120","36","18","05","9","03","102","31","3","01","0","00","0","00"
"000023000000","LEWIS County",2013,"General Education",280,"75","27","111","40","15","05","7","03","72","26","0","00","0","00","0","00"
"000023000000","LEWIS County",2013,"Students with Disabilities",49,"2","04","9","18","3","06","2","04","30","61","3","06","0","00","0","00"
"000024000000","LIVINGSTON County",2013,"All Students",645,"238","37","254","39","15","02","16","02","98","15","0","00","11","02","13","02"
"000024000000","LIVINGSTON County",2013,"General Education",574,"233","41","230","40","11","02","15","03","71","12","0","00","4","01","10","02"
"000024000000","LIVINGSTON County",2013,"Students with Disabilities",71,"5","07","24","34","4","06","1","01","27","38","0","00","7","10","3","04"
"000025000000","MADISON County",2013,"All Students",761,"359","47","240","32","4","01","23","03","91","12","3","00","14","02","27","04"
"000025000000","MADISON County",2013,"General Education",670,"349","52","207","31","4","01","20","03","65","10","0","00","9","01","16","02"
"000025000000","MADISON County",2013,"Students with Disabilities",91,"10","11","33","36","0","00","3","03","26","29","3","03","5","05","11","12"
"000026000000","MONROE County",2013,"All Students",7768,"3449","44","3023","39","114","01","188","02","510","07","50","01","101","01","333","04"
"000026000000","MONROE County",2013,"General Education",6803,"3340","49","2596","38","71","01","166","02","358","05","1","00","54","01","217","03"
"000026000000","MONROE County",2013,"Students with Disabilities",965,"109","11","427","44","43","04","22","02","152","16","49","05","47","05","116","12"
"000027000000","MONTGOMERY County",2013,"All Students",498,"156","31","234","47","6","01","26","05","58","12","3","01","3","01","12","02"
"000027000000","MONTGOMERY County",2013,"General Education",426,"155","36","200","47","6","01","24","06","32","08","0","00","1","00","8","02"
"000027000000","MONTGOMERY County",2013,"Students with Disabilities",72,"1","01","34","47","0","00","2","03","26","36","3","04","2","03","4","06"
"000028000000","NASSAU County",2013,"All Students",16132,"10580","66","4119","26","194","01","168","01","498","03","144","01","140","01","289","02"
"000028000000","NASSAU County",2013,"General Education",14397,"10109","70","3339","23","129","01","149","01","351","02","9","00","105","01","206","01"
"000028000000","NASSAU County",2013,"Students with Disabilities",1735,"471","27","780","45","65","04","19","01","147","08","135","08","35","02","83","05"
"000031000000","NEW YORK County",2013,"All Students",12883,"6829","53","3141","24","147","01","97","01","326","03","20","00","49","00","2274","18"
"000031000000","NEW YORK County",2013,"General Education",11625,"6533","56","2737","24","82","01","86","01","270","02","4","00","39","00","1874","16"
"000031000000","NEW YORK County",2013,"Students with Disabilities",1258,"296","24","404","32","65","05","11","01","56","04","16","01","10","01","400","32"
"000032000000","BRONX County",2013,"All Students",11003,"3843","35","3532","32","240","02","139","01","239","02","68","01","37","00","2905","26"
"000032000000","BRONX County",2013,"General Education",9402,"3691","39","3078","33","113","01","124","01","191","02","5","00","29","00","2171","23"
"000032000000","BRONX County",2013,"Students with Disabilities",1601,"152","09","454","28","127","08","15","01","48","03","63","04","8","00","734","46"
"000033000000","KINGS County",2013,"All Students",17318,"7590","44","4001","23","244","01","173","01","451","03","43","00","70","00","4746","27"
"000033000000","KINGS County",2013,"General Education",15407,"7358","48","3567","23","150","01","154","01","369","02","5","00","62","00","3742","24"
"000033000000","KINGS County",2013,"Students with Disabilities",1911,"232","12","434","23","94","05","19","01","82","04","38","02","8","00","1004","53"
"000034000000","QUEENS County",2013,"All Students",16054,"6216","39","4405","27","283","02","198","01","590","04","17","00","41","00","4304","27"
"000034000000","QUEENS County",2013,"General Education",14558,"6067","42","3943","27","184","01","181","01","509","03","0","00","31","00","3643","25"
"000034000000","QUEENS County",2013,"Students with Disabilities",1496,"149","10","462","31","99","07","17","01","81","05","17","01","10","01","661","44"
"000035000000","RICHMOND County",2013,"All Students",3808,"2655","70","322","08","93","02","69","02","155","04","9","00","2","00","503","13"
"000035000000","RICHMOND County",2013,"General Education",3263,"2476","76","258","08","54","02","55","02","107","03","2","00","1","00","310","10"
"000035000000","RICHMOND County",2013,"Students with Disabilities",545,"179","33","64","12","39","07","14","03","48","09","7","01","1","00","193","35"
"000040000000","NIAGARA County",2013,"All Students",2177,"793","36","915","42","11","01","94","04","264","12","15","01","14","01","71","03"
"000040000000","NIAGARA County",2013,"General Education",1916,"783","41","803","42","8","00","87","05","186","10","0","00","7","00","42","02"
"000040000000","NIAGARA County",2013,"Students with Disabilities",261,"10","04","112","43","3","01","7","03","78","30","15","06","7","03","29","11"
"000041000000","ONEIDA County",2013,"All Students",2386,"897","38","1073","45","17","01","67","03","209","09","29","01","11","00","83","03"
"000041000000","ONEIDA County",2013,"General Education",2069,"867","42","929","45","13","01","61","03","145","07","0","00","7","00","47","02"
"000041000000","ONEIDA County",2013,"Students with Disabilities",317,"30","09","144","45","4","01","6","02","64","20","29","09","4","01","36","11"
"000042000000","ONONDAGA County",2013,"All Students",4959,"2282","46","1749","35","77","02","119","02","364","07","17","00","36","01","315","06"
"000042000000","ONONDAGA County",2013,"General Education",4322,"2205","51","1498","35","59","01","109","03","224","05","2","00","14","00","211","05"
"000042000000","ONONDAGA County",2013,"Students with Disabilities",637,"77","12","251","39","18","03","10","02","140","22","15","02","22","03","104","16"
"000043000000","ONTARIO County",2013,"All Students",1367,"555","41","532","39","8","01","39","03","168","12","3","00","23","02","39","03"
"000043000000","ONTARIO County",2013,"General Education",1201,"549","46","460","38","8","01","34","03","122","10","0","00","9","01","19","02"
"000043000000","ONTARIO County",2013,"Students with Disabilities",166,"6","04","72","43","0","00","5","03","46","28","3","02","14","08","20","12"
"000044000000","ORANGE County",2013,"All Students",4856,"2103","43","1866","38","95","02","142","03","422","09","23","00","60","01","145","03"
"000044000000","ORANGE County",2013,"General Education",4261,"2048","48","1583","37","61","01","115","03","301","07","1","00","39","01","113","03"
"000044000000","ORANGE County",2013,"Students with Disabilities",595,"55","09","283","48","34","06","27","05","121","20","22","04","21","04","32","05"
"000045000000","ORLEANS County",2013,"All Students",500,"110","22","226","45","46","09","17","03","83","17","3","01","2","00","13","03"
"000045000000","ORLEANS County",2013,"General Education",433,"107","25","205","47","45","10","16","04","53","12","0","00","1","00","6","01"
"000045000000","ORLEANS County",2013,"Students with Disabilities",67,"3","04","21","31","1","01","1","01","30","45","3","04","1","01","7","10"
"000046000000","OSWEGO County",2013,"All Students",1504,"474","32","555","37","49","03","68","05","275","18","5","00","35","02","43","03"
"000046000000","OSWEGO County",2013,"General Education",1297,"461","36","485","37","42","03","65","05","188","14","2","00","28","02","26","02"
"000046000000","OSWEGO County",2013,"Students with Disabilities",207,"13","06","70","34","7","03","3","01","87","42","3","01","7","03","17","08"
"000047000000","OTSEGO County",2013,"All Students",626,"308","49","172","27","8","01","20","03","96","15","5","01","8","01","9","01"
"000047000000","OTSEGO County",2013,"General Education",534,"298","56","147","28","6","01","17","03","61","11","0","00","2","00","3","01"
"000047000000","OTSEGO County",2013,"Students with Disabilities",92,"10","11","25","27","2","02","3","03","35","38","5","05","6","07","6","07"
"000048000000","PUTNAM County",2013,"All Students",1315,"824","63","343","26","17","01","30","02","68","05","7","01","11","01","15","01"
"000048000000","PUTNAM County",2013,"General Education",1145,"792","69","260","23","12","01","23","02","43","04","0","00","4","00","11","01"
"000048000000","PUTNAM County",2013,"Students with Disabilities",170,"32","19","83","49","5","03","7","04","25","15","7","04","7","04","4","02"
"000049000000","RENSSELAER County",2013,"All Students",1575,"575","37","750","48","31","02","32","02","122","08","8","01","12","01","45","03"
"000049000000","RENSSELAER County",2013,"General Education",1341,"558","42","624","47","23","02","26","02","77","06","0","00","2","00","31","02"
"000049000000","RENSSELAER County",2013,"Students with Disabilities",234,"17","07","126","54","8","03","6","03","45","19","8","03","10","04","14","06"
"000050000000","ROCKLAND County",2013,"All Students",3029,"1888","62","875","29","46","02","46","02","87","03","44","01","18","01","25","01"
"000050000000","ROCKLAND County",2013,"General Education",2617,"1777","68","696","27","27","01","41","02","49","02","1","00","13","00","13","00"
"000050000000","ROCKLAND County",2013,"Students with Disabilities",412,"111","27","179","43","19","05","5","01","38","09","43","10","5","01","12","03"
"000051000000","ST. LAWRENCE County",2013,"All Students",1075,"432","40","301","28","19","02","56","05","218","20","14","01","9","01","26","02"
"000051000000","ST. LAWRENCE County",2013,"General Education",934,"415","44","265","28","15","02","53","06","159","17","1","00","7","01","19","02"
"000051000000","ST. LAWRENCE County",2013,"Students with Disabilities",141,"17","12","36","26","4","03","3","02","59","42","13","09","2","01","7","05"
"000052000000","SARATOGA County",2013,"All Students",2541,"1274","50","879","35","28","01","65","03","166","07","15","01","25","01","89","04"
"000052000000","SARATOGA County",2013,"General Education",2309,"1258","54","778","34","17","01","61","03","118","05","0","00","13","01","64","03"
"000052000000","SARATOGA County",2013,"Students with Disabilities",232,"16","07","101","44","11","05","4","02","48","21","15","06","12","05","25","11"
"000053000000","SCHENECTADY County",2013,"All Students",1665,"675","41","732","44","25","02","42","03","101","06","46","03","10","01","34","02"
"000053000000","SCHENECTADY County",2013,"General Education",1445,"657","45","640","44","18","01","37","03","63","04","0","00","7","00","23","02"
"000053000000","SCHENECTADY County",2013,"Students with Disabilities",220,"18","08","92","42","7","03","5","02","38","17","46","21","3","01","11","05"
"000054000000","SCHOHARIE County",2013,"All Students",346,"113","33","127","37","10","03","23","07","63","18","1","00","2","01","7","02"
"000054000000","SCHOHARIE County",2013,"General Education",304,"110","36","117","38","9","03","20","07","42","14","0","00","2","01","4","01"
"000054000000","SCHOHARIE County",2013,"Students with Disabilities",42,"3","07","10","24","1","02","3","07","21","50","1","02","0","00","3","07"
"000055000000","SCHUYLER County",2013,"All Students",160,"39","24","69","43","3","02","3","02","31","19","0","00","3","02","12","08"
"000055000000","SCHUYLER County",2013,"General Education",143,"38","27","65","45","3","02","2","01","26","18","0","00","1","01","8","06"
"000055000000","SCHUYLER County",2013,"Students with Disabilities",17,"1","06","4","24","0","00","1","06","5","29","0","00","2","12","4","24"
"000056000000","SENECA County",2013,"All Students",297,"99","33","128","43","3","01","10","03","38","13","3","01","3","01","13","04"
"000056000000","SENECA County",2013,"General Education",249,"95","38","110","44","2","01","8","03","24","10","0","00","1","00","9","04"
"000056000000","SENECA County",2013,"Students with Disabilities",48,"4","08","18","38","1","02","2","04","14","29","3","06","2","04","4","08"
"000057000000","STEUBEN County",2013,"All Students",1231,"357","29","548","45","17","01","64","05","189","15","6","00","15","01","35","03"
"000057000000","STEUBEN County",2013,"General Education",1073,"355","33","495","46","13","01","59","05","115","11","0","00","14","01","22","02"
"000057000000","STEUBEN County",2013,"Students with Disabilities",158,"2","01","53","34","4","03","5","03","74","47","6","04","1","01","13","08"
"000058000000","SUFFOLK County",2013,"All Students",19441,"10195","52","6651","34","338","02","358","02","1021","05","157","01","151","01","570","03"
"000058000000","SUFFOLK County",2013,"General Education",16979,"9808","58","5576","33","178","01","301","02","681","04","5","00","68","00","362","02"
"000058000000","SUFFOLK County",2013,"Students with Disabilities",2462,"387","16","1075","44","160","06","57","02","340","14","152","06","83","03","208","08"
"000059000000","SULLIVAN County",2013,"All Students",678,"217","32","288","42","13","02","21","03","97","14","5","01","11","02","26","04"
"000059000000","SULLIVAN County",2013,"General Education",571,"209","37","260","46","9","02","16","03","63","11","0","00","6","01","8","01"
"000059000000","SULLIVAN County",2013,"Students with Disabilities",107,"8","07","28","26","4","04","5","05","34","32","5","05","5","05","18","17"
"000060000000","TIOGA County",2013,"All Students",570,"177","31","234","41","10","02","18","03","114","20","3","01","2","00","12","02"
"000060000000","TIOGA County",2013,"General Education",509,"174","34","215","42","5","01","18","04","84","17","1","00","2","00","10","02"
"000060000000","TIOGA County",2013,"Students with Disabilities",61,"3","05","19","31","5","08","0","00","30","49","2","03","0","00","2","03"
"000061000000","TOMPKINS County",2013,"All Students",869,"418","48","278","32","11","01","15","02","93","11","4","00","23","03","27","03"
"000061000000","TOMPKINS County",2013,"General Education",742,"402","54","231","31","8","01","9","01","57","08","1","00","18","02","16","02"
"000061000000","TOMPKINS County",2013,"Students with Disabilities",127,"16","13","47","37","3","02","6","05","36","28","3","02","5","04","11","09"
"000062000000","ULSTER County",2013,"All Students",1846,"655","35","815","44","21","01","41","02","196","11","8","00","24","01","86","05"
"000062000000","ULSTER County",2013,"General Education",1636,"639","39","727","44","19","01","37","02","133","08","0","00","18","01","63","04"
"000062000000","ULSTER County",2013,"Students with Disabilities",210,"16","08","88","42","2","01","4","02","63","30","8","04","6","03","23","11"
"000063000000","WARREN County",2013,"All Students",727,"295","41","283","39","6","01","22","03","107","15","7","01","7","01","0","00"
"000063000000","WARREN County",2013,"General Education",626,"286","46","248","40","5","01","21","03","62","10","0","00","4","01","0","00"
"000063000000","WARREN County",2013,"Students with Disabilities",101,"9","09","35","35","1","01","1","01","45","45","7","07","3","03","0","00"
"000064000000","WASHINGTON County",2013,"All Students",690,"181","26","307","44","16","02","35","05","120","17","11","02","6","01","14","02"
"000064000000","WASHINGTON County",2013,"General Education",600,"177","30","281","47","13","02","33","06","88","15","0","00","4","01","4","01"
"000064000000","WASHINGTON County",2013,"Students with Disabilities",90,"4","04","26","29","3","03","2","02","32","36","11","12","2","02","10","11"
"000065000000","WAYNE County",2013,"All Students",1115,"361","32","462","41","18","02","57","05","155","14","6","01","10","01","46","04"
"000065000000","WAYNE County",2013,"General Education",982,"357","36","417","42","12","01","51","05","108","11","0","00","8","01","29","03"
"000065000000","WAYNE County",2013,"Students with Disabilities",133,"4","03","45","34","6","05","6","05","47","35","6","05","2","02","17","13"
"000066000000","WESTCHESTER County",2013,"All Students",10248,"6994","68","2157","21","69","01","105","01","320","03","105","01","66","01","432","04"
